skill,freq,mean_confidence,best_domain_id,best_future_domain,trend_label,trend_score,similarity,top1_similarity,top2_similarity,mapping_margin,domain_source,future_weight
develop Gen AI solutions,1,0.666,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.52368945,0.52368945,0.40518305,0.1185064,WEF_FutureOfJobs_2023,0.49750497639179225
deploy cloud platforms,1,0.672,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.5850592,0.5850592,0.27090794,0.3141513,WEF_FutureOfJobs_2023,0.4973003417253494
assess cyber security,1,0.768,WEF03,Cybersecurity,Strong_Growth,0.9,0.55198926,0.55198926,0.23194933,0.32003993,WEF_FutureOfJobs_2023,0.49679033160209657
incorporate cloud computing,1,0.642,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.5836693,0.5836693,0.37283143,0.21083787,WEF_FutureOfJobs_2023,0.49611890912055967
advance AI capabilities,1,0.569,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.52168137,0.52168137,0.46470264,0.056978732,WEF_FutureOfJobs_2023,0.4955972999334335
leverage AI tools,1,0.916,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.52114564,0.52114564,0.46062493,0.06052071,WEF_FutureOfJobs_2023,0.49508835971355436
develop cybersecurity solutions,1,0.715,WEF03,Cybersecurity,Strong_Growth,0.9,0.5497502,0.5497502,0.27815998,0.27159023,WEF_FutureOfJobs_2023,0.4947751879692078
innovate in AI,1,0.625,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.5197866,0.5197866,0.44852462,0.07126197,WEF_FutureOfJobs_2023,0.49379726648330685
maintain cloud infrastructure,2,0.682,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.5808939,0.5808939,0.3355503,0.24534357,WEF_FutureOfJobs_2023,0.4937597930431366
stay current on AI and market trends,1,0.597,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.4935154,0.4935154,0.376756,0.11675939,WEF_FutureOfJobs_2023,0.49351540207862854
cybersecurity analysts.,1,0.49,WEF03,Cybersecurity,Strong_Growth,0.9,0.5473403,0.5473403,0.33588743,0.21145284,WEF_FutureOfJobs_2023,0.49260624647140505
managing the Cloud infrastructure.,1,0.514,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.57912225,0.57912225,0.40350696,0.17561528,WEF_FutureOfJobs_2023,0.49225390851497647
contribute to AI Center of Excellence,1,1.0,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.51804364,0.51804364,0.39966795,0.11837569,WEF_FutureOfJobs_2023,0.492141455411911
create human-centered solutions,1,0.685,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.51792204,0.51792204,0.35214436,0.16577768,WEF_FutureOfJobs_2023,0.4920259416103363
understand cybersecurity standards,1,0.579,WEF03,Cybersecurity,Strong_Growth,0.9,0.5466023,0.5466023,0.22362764,0.32297468,WEF_FutureOfJobs_2023,0.49194207787513733
build AI-driven software,1,1.0,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.5178244,0.5178244,0.44701484,0.07080957,WEF_FutureOfJobs_2023,0.4919331908226013
build machine learning models,1,0.991,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.49179992,0.49179992,0.24975993,0.24204,WEF_FutureOfJobs_2023,0.491799920797348
implement cloud platforms,2,0.677,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.5781652,0.5781652,0.36235872,0.21580645,WEF_FutureOfJobs_2023,0.49144039750099183
harness the power of AI,2,0.7785,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.5168519,0.5168519,0.4330602,0.0837917,WEF_FutureOfJobs_2023,0.49100930690765376
shape the future of robotics and AI,1,0.599,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.48995787,0.48995787,0.48501638,0.0049414933,WEF_FutureOfJobs_2023,0.48995786905288696
build cybersecurity solutions,1,0.682,WEF03,Cybersecurity,Strong_Growth,0.9,0.544386,0.544386,0.31278586,0.23160017,WEF_FutureOfJobs_2023,0.4899474263191223
design advanced AI capabilities,1,0.714,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.5151656,0.5151656,0.4004471,0.11471853,WEF_FutureOfJobs_2023,0.48940734565258026
integrate AI models,1,0.668,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.48908633,0.48908633,0.46239886,0.026687473,WEF_FutureOfJobs_2023,0.4890863299369812
ensuring AI initiatives translate into real value,1,0.549,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.5143013,0.5143013,0.39612487,0.11817643,WEF_FutureOfJobs_2023,0.4885862350463867
implement Agentic AI solutions,1,0.673,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.5142154,0.5142154,0.3978663,0.1163491,WEF_FutureOfJobs_2023,0.4885046392679214
identify technology and cybersecurity risks,1,0.828,WEF03,Cybersecurity,Strong_Growth,0.9,0.5427137,0.5427137,0.26840797,0.27430573,WEF_FutureOfJobs_2023,0.4884423315525055
build innovative AI experiences,1,0.674,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.5135625,0.5135625,0.42886668,0.084695816,WEF_FutureOfJobs_2023,0.4878843754529953
design MCPs for collaborative AI systems,1,1.0,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.51342833,0.51342833,0.3323493,0.18107903,WEF_FutureOfJobs_2023,0.48775691390037534
data scientists,1,0.481,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.540784,0.540784,0.4310796,0.109704405,WEF_FutureOfJobs_2023,0.48670560121536255
ensure reliable AI solutions,1,0.742,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.5110149,0.5110149,0.40418166,0.10683322,WEF_FutureOfJobs_2023,0.485464134812355
ensure successful implementation of AI solutions,1,1.0,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.50940526,0.50940526,0.40370923,0.10569602,WEF_FutureOfJobs_2023,0.48393499255180356
work with cloud computing technologies,1,0.619,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.5689933,0.5689933,0.3544465,0.21454677,WEF_FutureOfJobs_2023,0.4836442798376083
ensure alignment with Responsible AI policy,1,0.671,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.5087209,0.5087209,0.3117307,0.19699016,WEF_FutureOfJobs_2023,0.4832848310470581
machine learning solutions,1,0.495,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.48311257,0.48311257,0.2404526,0.24265997,WEF_FutureOfJobs_2023,0.4831125736236572
deploy AI-powered solutions,1,1.0,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.5084601,0.5084601,0.3460598,0.1624003,WEF_FutureOfJobs_2023,0.4830370992422104
analyze cybersecurity controls,1,0.733,WEF03,Cybersecurity,Strong_Growth,0.9,0.5366385,0.5366385,0.23088469,0.30575383,WEF_FutureOfJobs_2023,0.482974648475647
implement cloud computing solutions,1,0.678,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.5681928,0.5681928,0.29503638,0.2731564,WEF_FutureOfJobs_2023,0.48296386301517485
integrate AI solutions,1,1.0,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.50725144,0.50725144,0.45341438,0.05383706,WEF_FutureOfJobs_2023,0.48188886940479275
work with big data pipelines,1,0.594,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.5346712,0.5346712,0.3153848,0.21928638,WEF_FutureOfJobs_2023,0.4812040686607361
implement multi-region cloud infrastructure,1,1.0,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.56589514,0.56589514,0.26152098,0.30437416,WEF_FutureOfJobs_2023,0.48101086914539337
develop cybersecurity strategy,1,0.727,WEF03,Cybersecurity,Strong_Growth,0.9,0.5343178,0.5343178,0.20421688,0.3301009,WEF_FutureOfJobs_2023,0.4808860123157501
integrate machine learning models,1,1.0,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.48020083,0.48020083,0.2260997,0.25410113,WEF_FutureOfJobs_2023,0.4802008271217346
work with data science teams,1,0.656,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.533346,0.533346,0.39595118,0.13739482,WEF_FutureOfJobs_2023,0.480011397600174
deploy AI agents,2,0.6759999999999999,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.50480545,0.50480545,0.3747321,0.13007334,WEF_FutureOfJobs_2023,0.47956517338752747
Managing cloud environments in,1,0.455,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.5639258,0.5639258,0.3670289,0.19689691,WEF_FutureOfJobs_2023,0.4793369323015213
tackle cybersecurity challenges,1,0.635,WEF03,Cybersecurity,Strong_Growth,0.9,0.5324714,0.5324714,0.2733581,0.2591133,WEF_FutureOfJobs_2023,0.4792242765426636
design and implement scalable AI/ML models,1,1.0,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.47904223,0.47904223,0.32607123,0.152971,WEF_FutureOfJobs_2023,0.4790422320365906
build data and AI capabilities,1,0.666,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.503722,0.503722,0.48589447,0.01782754,WEF_FutureOfJobs_2023,0.4785359114408493
implement Terraform and Infrastructure as Code (IaC),1,0.619,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.5626411,0.5626411,0.25385213,0.30878896,WEF_FutureOfJobs_2023,0.4782449215650558
conduct research in AI/NLP,1,0.615,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.47782058,0.47782058,0.47267902,0.0051415563,WEF_FutureOfJobs_2023,0.47782057523727417
deploy cloud solutions,1,0.672,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.5619925,0.5619925,0.20984522,0.3521473,WEF_FutureOfJobs_2023,0.477693647146225
develop Cybersecurity Awareness Program,1,0.942,WEF03,Cybersecurity,Strong_Growth,0.9,0.5302909,0.5302909,0.25377503,0.27651587,WEF_FutureOfJobs_2023,0.47726181149482727
deploy cloud services,1,0.671,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.55989856,0.55989856,0.19603932,0.36385924,WEF_FutureOfJobs_2023,0.47591377198696133
work with cloud platforms,2,0.623,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.55951124,0.55951124,0.4023216,0.15718964,WEF_FutureOfJobs_2023,0.4755845576524734
govern AI solutions,1,0.606,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.5003677,0.5003677,0.40232053,0.09804717,WEF_FutureOfJobs_2023,0.4753493160009384
design cloud infrastructure,1,0.679,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.5590489,0.5590489,0.302704,0.25634488,WEF_FutureOfJobs_2023,0.4751915574073791
apply artificial intelligence,1,0.682,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.47466594,0.47466594,0.44237414,0.0322918,WEF_FutureOfJobs_2023,0.47466593980789185
build AI-driven systems,1,1.0,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.4986674,0.4986674,0.4332542,0.06541318,WEF_FutureOfJobs_2023,0.47373401969671247
data business analyst,1,0.388,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.5259391,0.5259391,0.3967292,0.1292099,WEF_FutureOfJobs_2023,0.47334519624710086
ensure appropriate recognition of distress or risk in AI -driven interactions.,1,0.685,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.49763438,0.49763438,0.30423644,0.19339794,WEF_FutureOfJobs_2023,0.4727526620030403
recognize AI tools as resources,1,0.631,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.47273433,0.47273433,0.4726507,8.362532e-05,WEF_FutureOfJobs_2023,0.47273433208465576
use cloud services,1,0.667,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.555367,0.555367,0.29277745,0.26258954,WEF_FutureOfJobs_2023,0.47206194400787355
prototype AI capabilities,1,0.707,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.49673086,0.49673086,0.4725037,0.024227172,WEF_FutureOfJobs_2023,0.4718943208456039
use cloud computing technologies,1,0.595,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.55476004,0.55476004,0.38898796,0.16577208,WEF_FutureOfJobs_2023,0.47154603302478787
foster AI-first product thinking,1,0.825,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.4961916,0.4961916,0.33372545,0.16246614,WEF_FutureOfJobs_2023,0.4713820114731788
provision cloud technologies,1,0.627,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.5545184,0.5545184,0.31078222,0.24373618,WEF_FutureOfJobs_2023,0.4713406413793564
combine human intelligence and technologies,1,0.597,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.4961062,0.4961062,0.37789044,0.11821577,WEF_FutureOfJobs_2023,0.4713008970022201
oversee AI Center of Excellence,1,1.0,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.4959834,0.4959834,0.3495705,0.14641288,WEF_FutureOfJobs_2023,0.4711842224001884
understand Machine Learning,1,0.639,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.4711507,0.4711507,0.2500814,0.2210693,WEF_FutureOfJobs_2023,0.4711506962776184
implement cloud services,1,0.675,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.55410683,0.55410683,0.27704412,0.2770627,WEF_FutureOfJobs_2023,0.4709908068180084
build cloud platform,1,0.67,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.5540182,0.5540182,0.22914663,0.32487157,WEF_FutureOfJobs_2023,0.47091546952724456
guide security analysts,1,0.637,WEF03,Cybersecurity,Strong_Growth,0.9,0.52291095,0.52291095,0.3321476,0.19076335,WEF_FutureOfJobs_2023,0.4706198573112488
execute AI strategy,1,0.633,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.4953342,0.4953342,0.40929812,0.086036086,WEF_FutureOfJobs_2023,0.4705674976110458
design multi-region cloud infrastructure,1,0.991,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.55323243,0.55323243,0.2631868,0.29004562,WEF_FutureOfJobs_2023,0.4702475666999817
deliver AI-assisted workflows,1,1.0,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.49489555,0.49489555,0.44623563,0.04865992,WEF_FutureOfJobs_2023,0.47015077024698254
"ensure responsible AI, data privacy, and compliance standards",1,0.688,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.49477714,0.49477714,0.36924693,0.12553021,WEF_FutureOfJobs_2023,0.47003828585147855
support cloud platforms,1,0.674,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.552972,0.552972,0.3302994,0.22267261,WEF_FutureOfJobs_2023,0.47002621591091154
use artificial intelligence tools,1,0.708,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.46974462,0.46974462,0.41107118,0.05867344,WEF_FutureOfJobs_2023,0.46974462270736694
deliver AI use cases,1,0.662,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.49424312,0.49424312,0.3962138,0.098029315,WEF_FutureOfJobs_2023,0.4695309594273567
implement cybersecurity practices,1,0.686,WEF03,Cybersecurity,Strong_Growth,0.9,0.52152777,0.52152777,0.2543123,0.26721546,WEF_FutureOfJobs_2023,0.46937499046325687
champion AI-infused digital roadmap,1,0.598,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.46919987,0.46919987,0.46019468,0.009005189,WEF_FutureOfJobs_2023,0.46919986605644226
implement AI governance,1,0.849,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.49368715,0.49368715,0.39086708,0.10282007,WEF_FutureOfJobs_2023,0.46900279521942134
adapt AI models,1,1.0,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.4688028,0.4688028,0.44643396,0.022368848,WEF_FutureOfJobs_2023,0.468802809715271
work closely with engineering teams to implement cloud-based solutions,1,0.664,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.55149037,0.55149037,0.34998775,0.20150262,WEF_FutureOfJobs_2023,0.4687668114900589
explore data science techniques,1,0.674,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.5205517,0.5205517,0.3983906,0.12216109,WEF_FutureOfJobs_2023,0.46849651336669923
build AI-native engineering platform,1,0.709,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.49308848,0.49308848,0.41427878,0.07880971,WEF_FutureOfJobs_2023,0.46843405961990353
embed data and AI capabilities into products and platforms,1,0.556,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.46830657,0.46830657,0.36435828,0.103948295,WEF_FutureOfJobs_2023,0.4683065712451935
experiment with modern AI/ML approaches,1,0.715,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.46790534,0.46790534,0.3825255,0.08537984,WEF_FutureOfJobs_2023,0.46790534257888794
develop data and analytics strategy,1,0.67,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.5191727,0.5191727,0.3323203,0.18685243,WEF_FutureOfJobs_2023,0.46725545525550843
build cloud-based applications,1,1.0,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.54894,0.54894,0.29167256,0.25726745,WEF_FutureOfJobs_2023,0.4665990024805069
lead in turning AI ambitions to roadmaps,1,0.629,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.49084038,0.49084038,0.45670837,0.034132004,WEF_FutureOfJobs_2023,0.4662983566522598
provision cloud resources,2,0.8755,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.5480316,0.5480316,0.23652132,0.31151032,WEF_FutureOfJobs_2023,0.4658268839120865
machine learning models in production.,1,0.534,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.46541426,0.46541426,0.28582695,0.1795873,WEF_FutureOfJobs_2023,0.46541425585746765
administer cloud environment,1,0.681,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.5471749,0.5471749,0.34663123,0.20054364,WEF_FutureOfJobs_2023,0.4650986403226852
remediate cybersecurity threats,1,0.603,WEF03,Cybersecurity,Strong_Growth,0.9,0.51620483,0.51620483,0.18441503,0.3317898,WEF_FutureOfJobs_2023,0.4645843505859375
implement AI transformation solutions,1,0.829,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.48872107,0.48872107,0.4316263,0.057094783,WEF_FutureOfJobs_2023,0.4642850190401077
integrate cloud systems,1,0.703,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.5458105,0.5458105,0.37954706,0.16626346,WEF_FutureOfJobs_2023,0.46393894255161283
build agentic AI models,1,0.925,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.48827094,0.48827094,0.43690228,0.051368654,WEF_FutureOfJobs_2023,0.46385739147663113
use machine learning-driven platform,1,0.679,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.4637124,0.4637124,0.28747857,0.17623383,WEF_FutureOfJobs_2023,0.4637123942375183
manage cloud-based infrastructure,1,0.641,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.5452784,0.5452784,0.32305494,0.22222343,WEF_FutureOfJobs_2023,0.46348661482334136
expand AI skills,1,0.977,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.4875741,0.4875741,0.45876193,0.02881217,WEF_FutureOfJobs_2023,0.4631953954696655
apply Machine Learning,4,0.6777500000000001,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.46308967,0.46308967,0.2125191,0.2505706,WEF_FutureOfJobs_2023,0.4630896747112274
manage cybersecurity,1,0.654,WEF03,Cybersecurity,Strong_Growth,0.9,0.5140933,0.5140933,0.30592778,0.2081655,WEF_FutureOfJobs_2023,0.46268395185470584
maintain AI Center of Excellence,1,0.668,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.48640287,0.48640287,0.37773648,0.10866639,WEF_FutureOfJobs_2023,0.4620827257633209
drive AI product development,1,0.962,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.48592266,0.48592266,0.41878423,0.06713843,WEF_FutureOfJobs_2023,0.4616265311837196
consult industry-leading Information Security Associations,1,0.664,WEF03,Cybersecurity,Strong_Growth,0.9,0.5126245,0.5126245,0.31953695,0.19308755,WEF_FutureOfJobs_2023,0.46136205196380614
ensure cybersecurity and compliance,1,0.707,WEF03,Cybersecurity,Strong_Growth,0.9,0.5119219,0.5119219,0.25154927,0.2603726,WEF_FutureOfJobs_2023,0.4607296943664551
manage cloud platforms,1,0.643,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.54069895,0.54069895,0.3465761,0.19412285,WEF_FutureOfJobs_2023,0.4595941036939621
integrate AI components into solutions,1,1.0,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.48364276,0.48364276,0.42571086,0.0579319,WEF_FutureOfJobs_2023,0.4594606190919876
apply cybersecurity best practices,1,0.767,WEF03,Cybersecurity,Strong_Growth,0.9,0.5103582,0.5103582,0.20538433,0.3049739,WEF_FutureOfJobs_2023,0.45932239294052124
ensure effective employment of AI,1,0.632,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.45905265,0.45905265,0.45770442,0.0013482273,WEF_FutureOfJobs_2023,0.4590526521205902
apply AI to business,1,0.691,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.4588506,0.4588506,0.4316877,0.02716288,WEF_FutureOfJobs_2023,0.45885059237480164
collaborate seamlessly with engineers,1,0.814,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.48287326,0.48287326,0.4674798,0.015393466,WEF_FutureOfJobs_2023,0.4587295979261398
"guide teams in selecting algorithms, frameworks, and cloud platforms",1,0.664,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.5393538,0.5393538,0.43434498,0.10500881,WEF_FutureOfJobs_2023,0.45845071971416473
support cloud systems,1,0.671,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.5391314,0.5391314,0.36689818,0.17223322,WEF_FutureOfJobs_2023,0.45826169252395627
