skill,freq,mean_confidence,best_domain_id,best_future_domain,trend_label,trend_score,similarity,top1_similarity,top2_similarity,top3_similarity,mapping_margin,top2_domain_id,top3_domain_id,domain_source,future_weight
implement cyber solutions,1,0.753,WEF03,Cybersecurity,Strong_Growth,0.9,0.3754826,0.3754826,0.3400389,0.32232177,0.035443693,WEF07,MCK01,WEF_FutureOfJobs_2023,0.33793433010578156
work with Kubernetes at scale,1,0.645,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.396701,0.396701,0.14119695,0.13666384,0.25550407,MCK02,ONET02,WEF_FutureOfJobs_2023,0.3371958568692207
lead programs,1,0.647,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.35408312,0.35408312,0.3094651,0.3040434,0.04461801,MCK02,ONET02,WEF_FutureOfJobs_2023,0.33637896478176116
enhance data pipeline,1,1.0,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.37185454,0.37185454,0.26346502,0.2348257,0.10838953,1-Dec,MCK01,WEF_FutureOfJobs_2023,0.3346690893173218
maintain operational configurations of security solutions,1,1.0,WEF03,Cybersecurity,Strong_Growth,0.9,0.3715943,0.3715943,0.34872717,0.29870382,0.022867143,3-Dec,ONET02,WEF_FutureOfJobs_2023,0.33443487882614137
operate in-place security solutions,1,0.66,WEF03,Cybersecurity,Strong_Growth,0.9,0.3693523,0.3693523,0.27248532,0.2680985,0.096866995,MCK01,3-Dec,WEF_FutureOfJobs_2023,0.33241707980632784
lead with systems thinking,1,0.641,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.3494811,0.3494811,0.32483467,0.291152,0.024646431,MCK02,MCK01,WEF_FutureOfJobs_2023,0.3320070505142212
Sustainability,1,0.499,WEF06,Environmental & Sustainability Technology,Moderate_Growth,0.6,0.5510643,0.5510643,0.22918566,0.18605404,0.32187867,WEF04,3-Dec,WEF_FutureOfJobs_2023,0.330638587474823
refine chatbot logic,1,0.633,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.3479674,0.3479674,0.2517917,0.20786455,0.0961757,MCK01,MCK02,WEF_FutureOfJobs_2023,0.33056901693344115
provide expert I &C engineering,1,0.471,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.34667787,0.34667787,0.30912715,0.30612078,0.037550718,MCK02,ONET03,WEF_FutureOfJobs_2023,0.3293439760804176
understand security protocols,1,0.601,WEF03,Cybersecurity,Strong_Growth,0.9,0.36542803,0.36542803,0.1824284,0.16951223,0.18299963,ONET02,MCK02,WEF_FutureOfJobs_2023,0.3288852274417877
solve real -world challenges,1,0.611,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.34579077,0.34579077,0.3027297,0.25880742,0.043061078,ONET04,3-Dec,WEF_FutureOfJobs_2023,0.3285012349486351
undertake complex data analysis,1,1.0,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.36488926,0.36488926,0.32667124,0.23131664,0.03821802,1-Dec,WEF07,WEF_FutureOfJobs_2023,0.32840033769607546
driving innovation through data,1,0.497,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.36333704,0.36333704,0.30782947,0.28646538,0.05550757,1-Dec,ONET03,WEF_FutureOfJobs_2023,0.3270033359527588
oversee coordination of digital models,1,0.576,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.34373504,0.34373504,0.29410052,0.27059758,0.049634516,ONET02,MCK01,WEF_FutureOfJobs_2023,0.3265482872724533
power business-critical analytics,1,0.627,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.36244297,0.36244297,0.30959806,0.24986123,0.05284491,ONET02,WEF06,WEF_FutureOfJobs_2023,0.32619867324829105
implement security,1,0.737,WEF03,Cybersecurity,Strong_Growth,0.9,0.36056587,0.36056587,0.19903257,0.1655034,0.1615333,ONET02,2-Dec,WEF_FutureOfJobs_2023,0.32450928390026096
enable secure communications,1,0.7,WEF03,Cybersecurity,Strong_Growth,0.9,0.36012104,0.36012104,0.21034372,0.12058501,0.14977732,MCK02,WEF07,WEF_FutureOfJobs_2023,0.3241089373826981
integrate with data partners,1,0.7,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.35827574,0.35827574,0.33915147,0.32073736,0.01912427,MCK02,ONET02,WEF_FutureOfJobs_2023,0.32244816720485686
exploit actionable intelligence,1,0.578,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.33901435,0.33901435,0.23155943,0.21451463,0.107454926,WEF03,WEF01,WEF_FutureOfJobs_2023,0.3220636337995529
offer insights in data,1,0.585,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.35755494,0.35755494,0.30248946,0.26859224,0.055065483,1-Dec,ONET02,WEF_FutureOfJobs_2023,0.321799448132515
work with GCP,1,0.557,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.37858537,0.37858537,0.18213113,0.1805376,0.19645424,ONET02,MCK01,WEF_FutureOfJobs_2023,0.3217975631356239
develop software platforms,1,1.0,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.45449546,0.45449546,0.40652028,0.39615706,0.047975183,ONET01,WEF04,WEF_FutureOfJobs_2023,0.3181468218564987
access confidential services,1,0.644,WEF03,Cybersecurity,Strong_Growth,0.9,0.35327238,0.35327238,0.23998614,0.22640812,0.11328624,ONET02,1-Dec,WEF_FutureOfJobs_2023,0.31794514060020446
shape AI solutions,1,0.938,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.3315209,0.3315209,0.32804304,0.19136332,0.0034778416,WEF01,MCK01,WEF_FutureOfJobs_2023,0.3149448409676552
deploy decentralized applications,1,0.686,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.37052137,0.37052137,0.23056227,0.2144427,0.1399591,ONET02,2-Dec,WEF_FutureOfJobs_2023,0.31494316160678865
develop containerized applications,1,0.736,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.37036318,0.37036318,0.31908894,0.2646788,0.05127424,2-Dec,ONET03,WEF_FutureOfJobs_2023,0.3148086994886398
create data solutions,1,0.671,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.34969056,0.34969056,0.33858573,0.32612503,0.011104822,1-Dec,ONET02,WEF_FutureOfJobs_2023,0.3147215008735657
architect scalable agent infrastructures,1,0.743,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.3698407,0.3698407,0.2567782,0.2531166,0.1130625,WEF07,WEF01,WEF_FutureOfJobs_2023,0.31436460465192795
driving the organization's data strategy,1,0.569,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.34892106,0.34892106,0.32601178,0.30910316,0.022909284,1-Dec,ONET02,WEF_FutureOfJobs_2023,0.31402895450592044
solve complex challenges,2,0.6555,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.33054498,0.33054498,0.29176536,0.24599946,0.038779616,3-Dec,ONET04,WEF_FutureOfJobs_2023,0.31401772946119305
design technical aspects,1,0.731,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.57063514,0.57063514,0.40682745,0.36941135,0.16380769,2-Dec,MCK02,ONET_BrightOutlook_2024,0.31384932696819307
implement protection strategies,1,0.98,WEF03,Cybersecurity,Strong_Growth,0.9,0.3469906,0.3469906,0.23939866,0.1753513,0.10759193,3-Dec,ONET02,WEF_FutureOfJobs_2023,0.3122915267944336
build chatbot topics,1,0.901,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.3278407,0.3278407,0.29768464,0.2836444,0.030156046,MCK02,ONET03,WEF_FutureOfJobs_2023,0.3114486515522003
improve data pipeline,1,0.987,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.34602383,0.34602383,0.24596737,0.20766567,0.100056455,1-Dec,MCK01,WEF_FutureOfJobs_2023,0.3114214450120926
enable data-driven decision-making,1,0.837,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.34579536,0.34579536,0.29374933,0.27930433,0.05204603,1-Dec,WEF01,WEF_FutureOfJobs_2023,0.31121582686901095
marketing systems.,1,0.498,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.44417542,0.44417542,0.36261377,0.34428295,0.081561655,ONET02,MCK02,WEF_FutureOfJobs_2023,0.3109227955341339
design real-time analytics solutions,1,0.749,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.34533167,0.34533167,0.3001334,0.26842418,0.04519826,ONET03,2-Dec,WEF_FutureOfJobs_2023,0.3107985019683838
secure AWS environments,1,0.994,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.3649592,0.3649592,0.26057053,0.21440066,0.104388684,WEF03,ONET02,WEF_FutureOfJobs_2023,0.31021532863378526
design user experiences,1,0.674,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.5633264,0.5633264,0.42265797,0.30603784,0.14066845,2-Dec,ONET04,ONET_BrightOutlook_2024,0.30982953011989595
execute global engineering initiatives,1,1.0,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.3641102,0.3641102,0.34865558,0.3202977,0.01545462,MCK02,WEF07,WEF_FutureOfJobs_2023,0.3094936713576317
learn about modelling approaches,1,0.638,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.30913138,0.30913138,0.2843758,0.28204003,0.024755597,3-Dec,ONET04,WEF_FutureOfJobs_2023,0.309131383895874
evaluate the maturity of a security program,1,1.0,WEF03,Cybersecurity,Strong_Growth,0.9,0.34342912,0.34342912,0.19692457,0.18745296,0.14650455,3-Dec,ONET01,WEF_FutureOfJobs_2023,0.3090862065553665
tackle complex challenges,1,0.64,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.32477176,0.32477176,0.29805738,0.2637569,0.026714385,3-Dec,ONET04,WEF_FutureOfJobs_2023,0.3085331737995148
multi-task in a fast-paced environment,1,0.81,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.3241176,0.3241176,0.23130804,0.21869767,0.09280956,MCK02,1-Dec,WEF_FutureOfJobs_2023,0.30791172087192537
enhance global security posture,1,0.674,WEF03,Cybersecurity,Strong_Growth,0.9,0.34188408,0.34188408,0.20309176,0.15963526,0.13879232,WEF04,3-Dec,WEF_FutureOfJobs_2023,0.30769566893577577
refine chatbot topics,1,0.955,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.32283813,0.32283813,0.26075906,0.23943628,0.062079072,MCK01,MCK02,WEF_FutureOfJobs_2023,0.30669622123241425
design UI,1,0.661,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.5571894,0.5571894,0.32569575,0.23452425,0.23149365,2-Dec,MCK02,ONET_BrightOutlook_2024,0.3064541727304459
build chatbot logic,1,0.716,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.3224033,0.3224033,0.2344486,0.22390237,0.087954715,MCK01,MCK02,WEF_FutureOfJobs_2023,0.3062831461429596
monitor information security events,1,0.707,WEF03,Cybersecurity,Strong_Growth,0.9,0.33915392,0.33915392,0.21526107,0.14748171,0.12389284,ONET02,WEF02,WEF_FutureOfJobs_2023,0.30523852407932284
maintain CI/CD pipelines,1,0.698,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.35880494,0.35880494,0.24566321,0.23463939,0.11314173,MCK01,3-Dec,WEF_FutureOfJobs_2023,0.30498420000076293
program,1,0.703,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.32091027,0.32091027,0.23831312,0.23267597,0.08259715,ONET04,ONET03,WEF_FutureOfJobs_2023,0.3048647612333298
design user-friendly interfaces,1,0.785,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.5535972,0.5535972,0.38769534,0.28193754,0.16590187,2-Dec,ONET04,ONET_BrightOutlook_2024,0.3044784665107727
build CI/CD pipelines,1,0.694,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.35779956,0.35779956,0.22833338,0.20795107,0.12946618,MCK01,ONET04,WEF_FutureOfJobs_2023,0.30412962585687636
high -performance analytics,1,0.529,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.33772522,0.33772522,0.2748382,0.17629069,0.06288701,ONET02,3-Dec,WEF_FutureOfJobs_2023,0.3039526998996735
build platforms,1,0.741,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.35678834,0.35678834,0.34939113,0.3270742,0.0073972046,2-Dec,WEF05,WEF_FutureOfJobs_2023,0.30327008664608
ensuring secure,1,0.512,WEF03,Cybersecurity,Strong_Growth,0.9,0.3366108,0.3366108,0.18255836,0.15745449,0.15405244,ONET02,1-Dec,WEF_FutureOfJobs_2023,0.3029497146606445
bring initiative,1,0.806,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.31729397,0.31729397,0.17007728,0.13187493,0.1472167,MCK02,3-Dec,WEF_FutureOfJobs_2023,0.30142927318811413
maintain real-time analytics solutions,1,0.751,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.33491975,0.33491975,0.31517118,0.295084,0.019748569,ONET02,3-Dec,WEF_FutureOfJobs_2023,0.3014277756214142
work with software engineers,1,0.671,ONET01,Software Development & Engineering,Moderate_Growth,0.65,0.4635247,0.4635247,0.35048562,0.32852498,0.11303908,MCK02,3-Dec,ONET_BrightOutlook_2024,0.3012910544872284
use object-oriented languages,1,0.712,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.30078733,0.30078733,0.27859557,0.26361886,0.022191763,MCK01,3-Dec,WEF_FutureOfJobs_2023,0.3007873296737671
participate in software development lifecycle,1,0.614,ONET01,Software Development & Engineering,Moderate_Growth,0.65,0.4625835,0.4625835,0.44708967,0.37687755,0.01549384,3-Dec,2-Dec,ONET_BrightOutlook_2024,0.30067928284406664
develop software applications,1,0.712,ONET01,Software Development & Engineering,Moderate_Growth,0.65,0.46075594,0.46075594,0.37496462,0.35295874,0.08579132,ONET03,2-Dec,ONET_BrightOutlook_2024,0.2994913637638092
innovative data solutions.,1,0.481,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.3315783,0.3315783,0.32410637,0.29014355,0.007471949,1-Dec,MCK02,WEF_FutureOfJobs_2023,0.29842048287391665
manage CI/CD pipeline,1,0.62,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.35094813,0.35094813,0.2717515,0.16852704,0.07919663,MCK01,ONET04,WEF_FutureOfJobs_2023,0.298305906355381
collect Sustainability data,1,0.605,WEF06,Environmental & Sustainability Technology,Moderate_Growth,0.6,0.49714425,0.49714425,0.25017807,0.24071339,0.24696618,WEF04,ONET02,WEF_FutureOfJobs_2023,0.2982865512371063
partner with learning platforms,1,0.637,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.42608172,0.42608172,0.32876483,0.2995244,0.09731689,MCK02,WEF01,WEF_FutureOfJobs_2023,0.2982572019100189
report information security breach,1,0.884,WEF03,Cybersecurity,Strong_Growth,0.9,0.33094087,0.33094087,0.22466111,0.21599801,0.10627976,1-Dec,3-Dec,WEF_FutureOfJobs_2023,0.2978467851877213
improve IT infrastructure,1,0.677,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.35036644,0.35036644,0.276865,0.27495712,0.07350144,ONET02,WEF05,WEF_FutureOfJobs_2023,0.2978114768862724
planning,3,0.5076666666666667,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.3124803,0.3124803,0.26849762,0.23071277,0.043982685,ONET04,MCK02,WEF_FutureOfJobs_2023,0.2968562856316566
automation technologies,1,0.545,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.59199286,0.59199286,0.4092105,0.34855002,0.18278235,WEF07,WEF01,McKinsey_FutureOfWork_2023,0.29599642753601074
-Driven Mindset,1,0.484,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.31102753,0.31102753,0.20587452,0.17651913,0.10515301,3-Dec,MCK02,WEF_FutureOfJobs_2023,0.2954761505126953
protect global security posture,1,0.656,WEF03,Cybersecurity,Strong_Growth,0.9,0.3280033,0.3280033,0.20653348,0.16410866,0.12146981,WEF04,3-Dec,WEF_FutureOfJobs_2023,0.2952029585838318
designing,4,0.5645,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.5363756,0.5363756,0.3591908,0.35455635,0.17718479,2-Dec,ONET04,ONET_BrightOutlook_2024,0.2950065702199936
analyze data,1,0.667,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.32738832,0.32738832,0.25701278,0.23377158,0.07037553,1-Dec,ONET02,WEF_FutureOfJobs_2023,0.2946494847536087
understand complex challenges,1,0.832,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.31010768,0.31010768,0.29149625,0.24972895,0.018611431,3-Dec,ONET04,WEF_FutureOfJobs_2023,0.2946022942662239
build Microsoft-centric data platform,1,0.702,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.34630635,0.34630635,0.28739852,0.28213844,0.058907837,ONET02,WEF02,WEF_FutureOfJobs_2023,0.2943604007363319
define protection strategies,1,0.627,WEF03,Cybersecurity,Strong_Growth,0.9,0.32682964,0.32682964,0.1859179,0.14813663,0.14091174,3-Dec,ONET01,WEF_FutureOfJobs_2023,0.294146677851677
build services,1,0.739,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.34534353,0.34534353,0.3053141,0.28587836,0.040029436,3-Dec,2-Dec,WEF_FutureOfJobs_2023,0.29354200065135955
transform data with modern data transformation tools,1,0.614,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.3258669,0.3258669,0.29455814,0.22632237,0.03130877,1-Dec,MCK01,WEF_FutureOfJobs_2023,0.29328021705150603
analyse Sustainability data,1,0.605,WEF06,Environmental & Sustainability Technology,Moderate_Growth,0.6,0.48660472,0.48660472,0.22760561,0.21813819,0.2589991,WEF02,ONET02,WEF_FutureOfJobs_2023,0.2919628322124481
ensure AI systems follow best practices for performance tuning,1,0.728,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.30713663,0.30713663,0.26501346,0.18424517,0.04212317,WEF01,3-Dec,WEF_FutureOfJobs_2023,0.2917797937989235
overseeing the creation,1,0.498,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.30699083,0.30699083,0.21813987,0.2109298,0.08885096,ONET02,MCK02,WEF_FutureOfJobs_2023,0.2916412904858589
abide by security policies,1,0.679,WEF03,Cybersecurity,Strong_Growth,0.9,0.32342708,0.32342708,0.15648519,0.13519923,0.1669419,ONET02,3-Dec,WEF_FutureOfJobs_2023,0.29108437299728396
develop decentralized applications,1,0.686,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.3416984,0.3416984,0.29428464,0.26354516,0.047413766,WEF05,ONET02,WEF_FutureOfJobs_2023,0.2904436469078064
support production of cyber metrics,1,0.729,WEF03,Cybersecurity,Strong_Growth,0.9,0.32184052,0.32184052,0.23321691,0.23301007,0.08862361,WEF04,ONET02,WEF_FutureOfJobs_2023,0.28965647220611573
utilize external data sets,1,1.0,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.3211942,0.3211942,0.27394167,0.26827252,0.047252536,1-Dec,ONET02,WEF_FutureOfJobs_2023,0.28907478153705596
databases,1,0.519,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.5780186,0.5780186,0.41273385,0.3527096,0.16528475,1-Dec,WEF02,ONET_BrightOutlook_2024,0.28900930285453796
ensure data security,1,0.792,WEF03,Cybersecurity,Strong_Growth,0.9,0.32082516,0.32082516,0.2604939,0.22519481,0.060331255,1-Dec,ONET02,WEF_FutureOfJobs_2023,0.28874264359474183
practice agile,1,0.776,ONET01,Software Development & Engineering,Moderate_Growth,0.65,0.4441738,0.4441738,0.33577713,0.30067486,0.10839668,3-Dec,MCK02,ONET_BrightOutlook_2024,0.2887129783630371
design software,1,0.703,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.5244447,0.5244447,0.3774518,0.3680275,0.14699289,2-Dec,ONET04,ONET_BrightOutlook_2024,0.28844458460807804
develop software,2,0.7124999999999999,ONET01,Software Development & Engineering,Moderate_Growth,0.65,0.44290075,0.44290075,0.37476352,0.36929804,0.06813723,ONET03,MCK02,ONET_BrightOutlook_2024,0.2878854855895043
drive data strategy,1,0.7,WEF02,Big Data & Analytics,Strong_Growth,0.9,0.31974196,0.31974196,0.24097963,0.23479603,0.07876234,1-Dec,ONET02,WEF_FutureOfJobs_2023,0.28776776790618896
plan tasks,1,0.872,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.3029037,0.3029037,0.29665837,0.26775828,0.006245345,3-Dec,1-Dec,WEF_FutureOfJobs_2023,0.28775852620601655
design projects,3,0.6826666666666666,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.5226946,0.5226946,0.40237832,0.38365945,0.12031627,2-Dec,ONET04,ONET_BrightOutlook_2024,0.28748202323913574
deploy network solutions,1,0.754,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.33761945,0.33761945,0.20231912,0.18073544,0.13530034,3-Dec,MCK02,WEF_FutureOfJobs_2023,0.2869765356183052
contribute to complex planning policy projects,1,0.899,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.30207574,0.30207574,0.27666265,0.2644123,0.025413096,MCK02,3-Dec,WEF_FutureOfJobs_2023,0.28697195649147034
generate ideas,1,0.687,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.3020087,0.3020087,0.26403087,0.23071373,0.037977815,ONET03,MCK02,WEF_FutureOfJobs_2023,0.28690825402736664
build diverse environment,1,0.64,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.33733913,0.33733913,0.235621,0.23341271,0.10171813,3-Dec,2-Dec,WEF_FutureOfJobs_2023,0.2867382630705833
solve problems in real-time,1,0.606,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.30175894,0.30175894,0.2517605,0.2471871,0.049998432,MCK01,WEF01,WEF_FutureOfJobs_2023,0.2866709977388382
build training plans,1,1.0,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.2865516,0.2865516,0.27800822,0.26404083,0.008543372,1-Dec,WEF07,WEF_FutureOfJobs_2023,0.2865515947341919
work with AWS,1,0.581,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.33695865,0.33695865,0.2182233,0.1901963,0.11873534,MCK02,ONET02,WEF_FutureOfJobs_2023,0.2864148497581482
configure chatbot logic,1,0.637,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.30113316,0.30113316,0.22448644,0.17163953,0.076646715,MCK01,MCK02,WEF_FutureOfJobs_2023,0.2860764980316162
scalable decentralized applications (DApps),1,0.488,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.3359305,0.3359305,0.29708564,0.2776713,0.038844854,WEF05,ONET02,WEF_FutureOfJobs_2023,0.28554092198610304
collaborate on the bigger picture,1,0.768,WEF07,Human-AI Collaboration,Strong_Growth,0.95,0.3003023,0.3003023,0.27802044,0.18644498,0.022281855,MCK02,WEF01,WEF_FutureOfJobs_2023,0.28528718203306197
develop training modules,1,0.965,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.28510126,0.28510126,0.28482452,0.2600246,0.00027674437,MCK01,MCK02,WEF_FutureOfJobs_2023,0.2851012647151947
